slab,epoch,total_epoch,training_elapsed_sec,total_loss,pde_loss,ic_loss,bc_loss,bc_gradient_loss
0,1,1,0.17822174355387688,0.6439218521118164,0.21804338693618774,0.38685327768325806,0.03354480862617493,0.005480421707034111
0,100,100,3.620455536991358,0.004433218855410814,7.584404374938458e-05,0.004210975021123886,2.3964348656591028e-05,0.00012243534729350358
0,200,200,6.524417217820883,0.004270981531590223,2.793539533740841e-05,0.004217243753373623,1.497119137638947e-05,1.083124334400054e-05
0,300,300,9.420513410121202,0.0042557320557534695,1.7072703485609964e-05,0.004217124078422785,1.4201319572748616e-05,7.3342007453902625e-06
0,400,400,12.312526255846024,0.00425646360963583,1.705222894088365e-05,0.004214534070342779,1.7195299733430147e-05,7.682207979087252e-06
0,500,500,15.208738435059786,0.004351419396698475,8.682702900841832e-05,0.004223650321364403,3.3334650652250275e-05,7.606944564031437e-06
0,600,600,18.102007884532213,0.0042439671233296394,1.3063453479844611e-05,0.004210966639220715,1.3166293683752883e-05,6.77052594255656e-06
0,700,700,20.997069742530584,0.004241508431732655,1.1219002772122622e-05,0.004207734949886799,1.508583409304265e-05,7.468159310519695e-06
0,800,800,23.891881991177797,0.0042378660291433334,1.0699601261876523e-05,0.004204869735985994,1.4707720765727572e-05,7.588814241898945e-06
0,900,900,26.786429453641176,0.004235133528709412,1.0262882824463304e-05,0.004200721625238657,1.6146279449458234e-05,8.002954928088002e-06
0,1000,1000,29.682426568120718,0.004240195732563734,1.5762923794682138e-05,0.004204271361231804,1.26474642456742e-05,7.5137390922463965e-06
0,1100,1100,32.8749096095562,0.00423092395067215,1.1522019121912308e-05,0.004204085096716881,8.824665201245807e-06,6.492096872534603e-06
0,1200,1200,36.750028010457754,0.0042257835157215595,1.067452922143275e-05,0.004194716922938824,1.2794318536180072e-05,7.597956027893815e-06
0,1300,1300,40.626097075641155,0.004238269757479429,1.2238360795890912e-05,0.00420447438955307,1.5166052435233723e-05,6.3907154981279746e-06
0,1400,1400,44.51009461656213,0.004234671127051115,1.53025466715917e-05,0.004179880954325199,2.9139340767869726e-05,1.0348525393055752e-05
0,1500,1500,47.46567087993026,0.004249241668730974,1.2814219189749565e-05,0.004168377257883549,5.4822776291985065e-05,1.3227729141362943e-05
0,1600,1600,50.39745459333062,0.004241887480020523,1.7837661289377138e-05,0.004195725545287132,2.1218069377937354e-05,7.106579232640797e-06
0,1700,1700,53.32931249588728,0.004213558975607157,1.3525030226446688e-05,0.004176876042038202,1.4277256923378445e-05,8.880403584043961e-06
0,1800,1800,56.258797470480204,0.004216691944748163,1.1516007361933589e-05,0.004158138297498226,3.269073204137385e-05,1.4347157048177905e-05
0,1900,1900,59.18142842873931,0.004212694242596626,1.9099154087598436e-05,0.004153766669332981,2.650203532539308e-05,1.332620649918681e-05
0,2000,2000,62.096753880381584,0.004195377696305513,1.3409297025646083e-05,0.0041536553762853146,1.4261410797189455e-05,1.4051621292310301e-05
0,2100,2100,65.0108800008893,0.004191855899989605,1.2962859727849718e-05,0.004147372208535671,1.5034706848382484e-05,1.6485861124238e-05
0,2200,2200,67.90879071131349,0.004209709819406271,3.19678511004895e-05,0.004137755371630192,2.2777139747631736e-05,1.7209471479873173e-05
0,2300,2300,70.8007254973054,0.004159944131970406,2.01156763068866e-05,0.004094006028026342,1.5794747014297172e-05,3.002767698490061e-05
