slab,epoch,total_epoch,training_elapsed_sec,total_loss,pde_loss,ic_loss,bc_loss,bc_gradient_loss
0,1,1,0.17702608555555344,5.842935562133789,5.417057037353516,0.38685327768325806,0.03354480862617493,0.005480421707034111
0,100,100,3.2136348076164722,0.005946161691099405,0.000579087994992733,0.004282190930098295,2.717457027756609e-05,0.0010577080538496375
0,200,200,6.113624054938555,0.0044304439797997475,0.00012967025395482779,0.004214363172650337,2.52908757829573e-05,6.111950642662123e-05
0,300,300,9.010033458471298,0.004311017692089081,5.216340650804341e-05,0.004216529428958893,2.2716500097885728e-05,1.9608516595326364e-05
0,400,400,11.906911354511976,0.004276737570762634,2.3553591745439917e-05,0.00421909149736166,1.737626371323131e-05,1.6716150639695115e-05
0,500,500,14.809185933321714,0.004258628468960524,1.1938422176172026e-05,0.00421953247860074,1.3923620826972183e-05,1.3233579920779448e-05
0,600,600,17.711247388273478,0.004252936225384474,7.221103260235395e-06,0.004219426773488522,1.2955060810782015e-05,1.3333190509001724e-05
0,700,700,20.598890349268913,0.004250778816640377,5.487644102686318e-06,0.004218908492475748,1.2368812349450309e-05,1.4013470718055032e-05
0,800,800,23.525346774607897,0.004248022101819515,5.057635462435428e-06,0.004217706620693207,1.2251432053744793e-05,1.3006258086534217e-05
0,900,900,26.431940156966448,0.004245698917657137,4.916617399430834e-06,0.004216408357024193,1.1306950000289362e-05,1.3067334293737076e-05
0,1000,1000,29.368102066218853,0.00424536457285285,4.6380564526771195e-06,0.00421565119177103,1.154799792857375e-05,1.3527532246371266e-05
0,1100,1100,32.28503843024373,0.004242376424372196,4.96381562697934e-06,0.0042138476856052876,1.173222335637547e-05,1.1832516975118779e-05
0,1200,1200,35.216106209903955,0.004240197595208883,4.245481250109151e-06,0.004212929867208004,1.1311063644825481e-05,1.1711321349139325e-05
0,1300,1300,38.14444325491786,0.004239599220454693,4.8521769713261165e-06,0.004210928454995155,1.1503641871968284e-05,1.2314701962168328e-05
0,1400,1400,41.07357022166252,0.004236995708197355,4.876207640336361e-06,0.004208901431411505,1.0935756108665373e-05,1.22824203572236e-05
0,1500,1500,44.00570311397314,0.004234882537275553,4.765218363900203e-06,0.004206521436572075,1.1556941899470985e-05,1.2039023204124533e-05
0,1600,1600,46.90864967927337,0.004233004059642553,4.519083177001448e-06,0.004204293712973595,1.1589882888074499e-05,1.260122826352017e-05
0,1700,1700,50.1093443967402,0.004231588914990425,5.289336513669696e-06,0.004201970063149929,1.213134964928031e-05,1.2197778232803103e-05
0,1800,1800,53.40938442200422,0.004229338373988867,4.467612598091364e-06,0.004199563525617123,1.1419402653700672e-05,1.3887834938941523e-05
0,1900,1900,56.305722657591105,0.004227104596793652,6.507203579531051e-06,0.004197834059596062,1.0585354175418615e-05,1.2178168617538176e-05
0,2000,2000,59.188239581882954,0.004223098047077656,4.8801657612784766e-06,0.004194033332169056,1.082803191820858e-05,1.3356628187466413e-05
0,2100,2100,62.05795771628618,0.0042202225886285305,4.751193046104163e-06,0.0041909003630280495,1.0323508831788786e-05,1.4247394574340433e-05
0,2200,2200,64.94798223301768,0.004215667024254799,4.935690412821714e-06,0.004185959696769714,1.118860200222116e-05,1.3583431609731633e-05
0,2300,2300,67.8438329026103,0.004214632790535688,8.054469617491122e-06,0.004181350115686655,1.0623327398207039e-05,1.4604899661208037e-05
0,2400,2400,70.76392887160182,0.004222771152853966,1.989455267903395e-05,0.00417586462572217,1.0658983228495345e-05,1.635292028367985e-05
0,2500,2500,73.69186072424054,0.0042041451670229435,6.09008566243574e-06,0.004171037580817938,1.0015853149525356e-05,1.7001917512970977e-05
0,2600,2600,76.59847269207239,0.004197579342871904,6.652725460298825e-06,0.004163000732660294,1.0214656867901795e-05,1.771094321156852e-05
0,2700,2700,79.53248387947679,0.004195323213934898,9.736761057865806e-06,0.004153189714998007,1.0585117706796154e-05,2.1811752958456054e-05
0,2800,2800,82.45696483552456,0.006898602470755577,0.0026788008399307728,0.004169603809714317,2.256708830827847e-05,2.763088559731841e-05
0,2900,2900,85.35495855659246,0.004173181019723415,8.899627573555335e-06,0.00413171062245965,1.0306641343049705e-05,2.226412652817089e-05
0,3000,3000,88.27101204916835,0.004161544144153595,9.948043953045271e-06,0.004109284374862909,1.2487193089327775e-05,2.982447222166229e-05
0,3100,3100,91.19701559096575,0.004140213131904602,1.1447413271525875e-05,0.004083738662302494,1.446733222110197e-05,3.0559927836293355e-05
0,3200,3200,94.11357825621963,0.004112668801099062,1.388887994835386e-05,0.004043525084853172,1.7320933693554252e-05,3.7934340070933104e-05
0,3300,3300,97.03694508597255,0.004059671889990568,1.329825317952782e-05,0.003973504062741995,2.7417036108090542e-05,4.545217234408483e-05
0,3400,3400,99.9568683244288,0.003932146355509758,1.7695365386316553e-05,0.0038247397169470787,3.92547226510942e-05,5.045667785452679e-05
0,3500,3500,102.86421042308211,0.0036700607743114233,9.973660053219646e-05,0.0034416629932820797,7.539772923337296e-05,5.326341124600731e-05
0,3600,3600,105.78237457945943,0.003247072920203209,7.178277155617252e-05,0.0029827412217855453,0.00010925788956228644,8.32910809549503e-05
0,3700,3700,108.69952806830406,0.002974692266434431,0.00012929216609336436,0.002580113010481,0.000152688124217093,0.00011259866005275398
0,3800,3800,111.615882858634,0.0028716158121824265,0.0001603856508154422,0.0023108036257326603,0.0002088567998725921,0.00019156967755407095
0,3900,3900,114.53475350141525,0.0031152023002505302,0.00017798578483052552,0.0022229179739952087,0.0004809838719666004,0.00023331462580244988
0,4000,4000,117.46420855075121,0.0025606187991797924,0.00017417270282749087,0.0020049377344548702,0.00020117028907407075,0.0001803381455829367
0,4087,4087,120.00816621258855,0.002674293937161565,0.00030061276629567146,0.0018863662844523787,0.0002680781180970371,0.00021923652093391865
1,1,4088,120.03761477768421,0.0009108015219680965,0.0002269863907713443,0.00027890721685253084,0.0002009842573897913,0.00020392367150634527
1,100,4187,122.88813587278128,0.0006418106495402753,0.00016338778368663043,0.00030013301875442266,4.764860204886645e-05,0.00013064121594652534
